	CARD_KENYA_30_SAMPLE_POOL_20M	CARD_KENYA_30_SAMPLE_POOL_50M	CARD_KENYA_30_SAMPLE_POOL	CARD_KENYA_POP_POOL_20M	CARD_KENYA_POP_POOL_50M	CARD_UK_30_SAMPLE_POOL_20M	CARD_UK_30_SAMPLE_POOL_50M	CARD_UK_30_SAMPLE_POOL	CARD_UK_POP_POOL_20M	CARD_UK_POP_POOL_50M
3001104_AY210887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001113_AY223863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000300_AY225127.1	1.0	1.0	3.0	2.0	2.0	30.0	43.0	201.0	41.0	88.0
3003100_AY227050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003101_AY227051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003102_AY227052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001780_AY227054	0.0	1.0	1.0	2.0	3.0	0.0	0.0	2.0	0.0	0.0
3002168_AY227752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002675_AY232670.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000600_AY234334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001782_AY236073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001781_AY237830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001895_AY238472.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004452_AY238971.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000982_AY243512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002248_AY248038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001102_AY259119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002336_AY260546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003104_AY261375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001105_AY263404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000569_AY264780.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002477_AY265889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002476_AY265890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001891_AY267213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000983_AY271267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001089_AY277255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001671_AY288523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001107_AY288915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001108_AY289548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002588_AY289608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001810_AY289608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001892_AY292654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001796_AY306130	14.0	27.0	140.0	7.0	3.0	1.0	1.0	11.0	1.0	3.0
3000984_AY307100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004123_AY312416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000985_AY327539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000986_AY327540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002024_AY339625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001813_AY343493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000989_AY368236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000990_AY368237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001792_AY423074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000995_AY436361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001795_AY445080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000090_AY453161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004189_AY453162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002529_AY458224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000602_AY487229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000996_AY491682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002334_AY494717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002335_AY494718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002134_AY494945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001812_AY500137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002261_AY504627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002894_AY509111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001302_AY509120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002028_AY513266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001896_AY515297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002494_AY524276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0
3002278_AY524987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002279_AY524988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002280_AY524989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000997_AY528425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001106_AY528718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002372_AY536519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002205_AY553332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002206_AY553333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000391_AY566250	0.0	0.0	0.0	0.0	0.0	5.0	18.0	50.0	0.0	4.0
3004606_AY570506.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000998_AY574271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002381_AY584237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001773_AY587956	1.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
3000975_AY589493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000976_AY589494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000977_AY589495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003556_AY590118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003557_AY590119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001110_AY590467	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
3001873_AY598759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002281_AY605049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001764_AY619003	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
3000594_AY623658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000972_AY628175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000987_AY628176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000988_AY628199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004292_AY632076.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002456_AY633109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002284_AY635904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001899_AY649755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003676_AY660529.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000026_AY661734.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
3001088_AY661885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002314_AY700571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004191_AY701528.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
3002628_AY712687	3.0	12.0	38.0	9.0	28.0	4.0	8.0	35.0	8.0	27.0
3002365_AY740681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002464_AY743416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002029_AY743434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002169_AY743435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000566_AY743590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001613_AY750907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001614_AY750908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001616_AY750910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001618_AY750912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001619_AY750913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001902_AY750914.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002611_AY758206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001785_AY762325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000533_AY768531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000535_AY768532	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
3003005_AY769933	1.0	1.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
3003096_AY769934	1.0	7.0	24.0	4.0	11.0	2.0	5.0	10.0	0.0	4.0
3000781_AY769962	1.0	0.0	2.0	1.0	1.0	1.0	2.0	3.0	0.0	0.0
3000782_AY769962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001114_AY790341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001418_AY795964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001900_AY822595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000565_AY825285	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
3002446_AY825330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001000_AY826417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001909_AY847143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001910_AY847144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001911_AY847145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001912_AY847146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001908_AY847147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001933_AY847148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001002_AY853593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001645_AY862132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000883_AY874537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004124_AY905613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002338_AY920928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002837_AY928180	0.0	1.0	1.0	1.0	3.0	5.0	22.0	73.0	3.0	16.0
3002634_AY939911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004549_AY943084.1	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
3001622_AY949202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001621_AY949203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001901_AY954516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003558_AY954728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3001004_AY956335	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0
3002031_AY960293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002864_AY970968.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000832_BA000007.3	97.0	241.0	890.0	57.0	139.0	262.0	566.0	2045.0	216.0	591.0
3003288_BA000007.3	752.0	1775.0	6564.0	779.0	1933.0	2545.0	6396.0	22641.0	3429.0	8367.0
3000676_BA000007.3	70.0	158.0	649.0	49.0	113.0	303.0	818.0	2961.0	313.0	806.0
3000830_BA000007.3	193.0	470.0	1799.0	254.0	543.0	669.0	1739.0	6133.0	835.0	2137.0
3004126_BA000007	213.0	465.0	1742.0	202.0	507.0	909.0	2233.0	7753.0	982.0	2525.0
3000746_BA000017.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000124_BA000018.3	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002132_BA000018.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000815_BA000018.3	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
3003151_BA000032.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003323_BA000033.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003325_BX248333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003315_BX571856.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
3003312_BX571856.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003902_BX571856.1	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
3003301_BX571856.1	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
3003291_BX571856.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003776_BX571856.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003901_BX571856.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003794_BX571856	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
3003735_BX571856	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
3003733_BX571857.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
3002983_BX571965.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002982_BX571965.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002641_BX664015.1	8.0	27.0	122.0	9.0	36.0	6.0	9.0	31.0	28.0	61.0
3002460_CBBA010000184.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004291_CP000144.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003074_CP000253.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000839_CP000253.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
3003917_CP000253.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003969_CP000259.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
3003773_CP000312.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004573_CP000521.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003302_CP000524.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004645_CP000602.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003380_CP000647.1	12.0	31.0	99.0	10.0	17.0	9.0	26.0	79.0	13.0	35.0
3003373_CP000647	19.0	26.0	121.0	7.0	12.0	39.0	85.0	354.0	15.0	56.0
3000215_CP000703.1	0.0	0.0	1.0	0.0	2.0	3.0	3.0	16.0	2.0	8.0
3000621_CP000732.1	0.0	0.0	3.0	1.0	2.0	1.0	3.0	8.0	1.0	4.0
3000783_CP000768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000784_CP000768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001329_CP000800.1	161.0	386.0	1525.0	107.0	290.0	285.0	791.0	2908.0	437.0	1183.0
3001415_CP000863.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001611_CP000864.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000817_CP001050.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003379_CP001138.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000768_CP001172.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003796_CP001182.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000780_CP001182.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004574_CP001182.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3003305_CP001184.1	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
3003725_CP001336.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004539_CP001643.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004562_CP001666.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004563_CP001666.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003907_CP001793.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003730_CP001840.1	14.0	27.0	119.0	36.0	91.0	4.0	13.0	30.0	1.0	3.0
3003870_CP001921.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004651_CP002003.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003737_CP002114.2	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003953_CP002276.1	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003760_CP002621.1	0.0	0.0	0.0	2.0	5.0	21.0	57.0	184.0	20.0	67.0
3003197_CP003022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003974_CP003084.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003327_CP003248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003453_CP003248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003438_CP003583.1	2.0	9.0	26.0	20.0	40.0	2.0	24.0	68.0	22.0	70.0
3003079_CP003583	1.0	3.0	11.0	1.0	0.0	2.0	3.0	11.0	11.0	27.0
3003078_CP003583	1.0	1.0	5.0	0.0	1.0	1.0	1.0	9.0	4.0	11.0
3003510_CP003904.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002669_CP004067.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002647_CP004067	8.0	23.0	67.0	16.0	53.0	37.0	89.0	289.0	26.0	73.0
3003306_CP004345.1	4.0	9.0	24.0	0.0	3.0	19.0	28.0	111.0	71.0	162.0
3004128_CP005927.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003176_CP006005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003809_CP006768.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002814_CP006845.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003186_CP007005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000579_CP007547.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001301_CP007593.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004660_CP008790.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003775_CP009072	131.0	340.0	1282.0	147.0	386.0	1137.0	2849.0	10120.0	1430.0	3426.0
3003778_CP009496.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004541_CP010314.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003573_CP010781.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003817_CP010781.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3003574_CP010781.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004681_CP010905.2	0.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
3000856_CP011360.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004176_CP011538.1	3.0	8.0	17.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
3003310_CP011538.1	2.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003357_CP012325.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
3003801_CP012901.1	26.0	79.0	287.0	5.0	17.0	6.0	4.0	27.0	1.0	2.0
3003818_CP012952.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003092_CP013009.1	3.0	11.0	22.0	7.0	18.0	5.0	7.0	39.0	18.0	37.0
3003811_CP013924.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003767_CP014284.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001327_CP014358.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003805_CP014949.1	0.0	0.0	0.0	3.0	9.0	45.0	102.0	350.0	71.0	130.0
3003838_CP015085.1	50.0	121.0	483.0	70.0	139.0	399.0	1034.0	3627.0	591.0	1449.0
3002459_CP016344.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004637_CP018961.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004097_CP019562.1	0.0	0.0	0.0	0.0	0.0	2.0	2.0	12.0	1.0	2.0
3004603_CP020412.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003495_CP020418	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003731_CP022056.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003150_CP023709.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004663_CP027422.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002882_CP033607.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
3004099_CR628336.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004100_CR628336.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000778_CT025800.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000777_CT025801.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0
3000779_CT025802.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0
3001617_CU459141.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002370_CU459141.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001620_CU468230.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002250_D13210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002182_D13304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001306_D14532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001300_D16099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002689_D16171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000316_D16251.1	92.0	201.0	755.0	318.0	809.0	199.0	476.0	1718.0	456.0	1154.0
3002812_D37826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001906_D37830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002893_D38215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3000254_D78168	164.0	375.0	1522.0	135.0	312.0	276.0	798.0	2714.0	298.0	805.0
3000206_D78168	175.0	410.0	1619.0	122.0	311.0	359.0	874.0	3064.0	395.0	971.0
3001907_D89862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3004667_D90119.1	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
3004213_DQ004496.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001124_DQ013287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3001903_DQ023162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002709_DQ058661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3002710_DQ058662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
